"URI","Title","RecordId","Authority","Degree","Deity","Denomination","Dynasty","Engraver","Era","Issuer","Maker","Manufacture","Material","Mint","Obverse Legend","Obverse Type","Object Type","Portrait","Reference","Region","Reverse Legend","Reverse Type","Year","Date Record Modified"
"http://numismatics.org/ocre/id/ric.9.tri.29D","RIC IX Treveri 29D","ric.9.tri.29D","Valentinian I","","","AE2","","","","","","Struck","Bronze","Trier","D N GRATIANVS P F AVG","Bust of Gratian, pearl-diademed, draped and cuirassed, right","Coin","Gratian","","Gallia","GLORI-A ROMA-NORVM","Camp-gate with S between its two turrets","367|375","2016-10-24T08:51:09Z"
"http://numismatics.org/ocre/id/ric.2.hdn.1045_as","RIC II Hadrian 1045 (as)","ric.2.hdn.1045_as","Hadrian","","Venus","As","","","","","","Struck","Bronze","Rome","SABINA AVGVSTA HADRIANI AVG P P","Bust of Sabina, draped, right; hair falling in plait down neck and piled on top behind diadem","Coin","Sabina","","Italy","VENERI GENETRICI S C","Venus, draped, standing right, with right hand drawing drapery from shoulder and holding apple in left hand","128|136","2017-07-17T15:40:06Z"
"http://numismatics.org/ocre/id/ric.9.tri.29B","RIC IX Treveri 29B","ric.9.tri.29B","Valentinian I","","","AE2","","","","","","Struck","Bronze","Trier","D N VALEN-S P F AVG","Bust of Valens, pearl-diademed, draped and cuirassed, right","Coin","Valens","","Gallia","GLORI-A ROMA-NORVM","Camp-gate with S between its two turrets","367|375","2016-10-24T08:51:09Z"
"http://numismatics.org/ocre/id/ric.9.tri.29A","RIC IX Treveri 29A","ric.9.tri.29A","Valentinian I","","","AE2","","","","","","Struck","Bronze","Trier","D N VALENTINI-ANVS P F AVG","Bust of Valentinian I, pearl-diademed, draped and cuirassed, right","Coin","Valentinian I","","Gallia","GLORI-A ROMA-NORVM","Camp-gate with S between its two turrets","367|375","2016-10-24T08:51:09Z"
"http://numismatics.org/ocre/id/ric.9.tri.28","RIC IX Treveri 28","ric.9.tri.28","Valentinian I","","Victory","Half siliqua","","","","","","Struck","Silver","Trier","D N GRATIA-NVS P F AVG","Bust of Gratian, pearl-diademed, draped and cuirassed, right","Coin","Gratian","","Gallia","VICTORIA AV-GVSTORVM","Victory advancing left, holding wreath and palm","367|375","2016-10-24T08:51:09Z"
"http://numismatics.org/ocre/id/ric.9.tri.27F","RIC IX Treveri 27F","ric.9.tri.27F","Valentinian I","","Victory|Roma","Siliqua","","","","","","Struck","Silver","Trier","D N GRATIA-NVS P F AVG","Bust of Gratian, pearl-diademed, draped and cuirassed, right","Coin","Gratian","","Gallia","VRBS-ROMA","Roma seated left on throne, holding Victory on globe and spear (or, when barb is not shown, ?sceptre)","367|375","2016-10-24T08:51:08Z"
"http://numismatics.org/ocre/id/ric.9.tri.27E","RIC IX Treveri 27E","ric.9.tri.27E","Valentinian I","","Victory|Roma","Siliqua","","","","","","Struck","Silver","Trier","D N VALEN-S P F AVG","Bust of Valens, pearl-diademed, draped and cuirassed, right","Coin","Valens","","Gallia","VRBS-ROMA","Roma seated left on throne, holding Victory on globe and spear (or, when barb is not shown, ?sceptre)","367|375","2016-10-24T08:51:08Z"
"http://numismatics.org/ocre/id/ric.9.tri.27D","RIC IX Treveri 27D","ric.9.tri.27D","Valentinian I","","Victory|Roma","Siliqua","","","","","","Struck","Silver","Trier","D N VALENTINI-ANVS P F AVG","Bust of Valentinian I, pearl-diademed, draped and cuirassed, right","Coin","Valentinian I","","Gallia","VRBS-ROMA","Roma seated left on throne, holding Victory on globe and spear (or, when barb is not shown, ?sceptre)","367|375","2016-10-24T08:51:07Z"
"http://numismatics.org/ocre/id/ric.9.tri.27C","RIC IX Treveri 27C","ric.9.tri.27C","Valentinian I","","Victory|Roma","Siliqua","","","","","","Struck","Silver","Trier","D N GRATIA-NVS P F AVG","Bust of Gratian, pearl-diademed, draped and cuirassed, right","Coin","Gratian","","Gallia","VRBS-ROMA","Roma seated left on throne, holding Victory on globe and spear","367|375","2016-10-24T08:51:07Z"
"http://numismatics.org/ocre/id/ric.9.tri.27B","RIC IX Treveri 27B","ric.9.tri.27B","Valentinian I","","Victory|Roma","Siliqua","","","","","","Struck","Silver","Trier","D N VALEN-S P F AVG","Bust of Valens, pearl-diademed, draped and cuirassed, right","Coin","Valens","","Gallia","VRBS-ROMA","Roma seated left on throne, holding Victory on globe and spear","367|375","2016-10-24T08:51:07Z"
"http://numismatics.org/ocre/id/ric.4.tr_g.36","RIC IV Trebonianus Gallus 36","ric.4.tr_g.36","Trebonianus Gallus","","Liberalitas","Antoninianus","","","","","","Struck","Silver","Rome","IMP CAE C VIB TREB GALLVS AVG","Bust of Trebonianus Gallus, radiate, draped, cuirassed, right","Coin","Trebonianus Gallus","","Italy","LIBERALITAS AVGG","Liberalitas, draped, standing left, holding abacus in right hand and cornucopiae in left hand","251|253","2017-02-08T11:43:01Z"
"http://numismatics.org/ocre/id/ric.9.tri.26E","RIC IX Treveri 26E","ric.9.tri.26E","Valentinian I","","","Light miliarensis","","","","","","Struck","Silver","Trier","D N GRATIA-NVS P F AVG","Bust of Gratian, pearl-diademed, draped and cuirassed, right","Coin","Gratian","","Gallia","VIRTVS-EXERCITVS","Emperor, head left, standing facing, holding standard in right hand and resting left on shield","367|375","2016-10-24T08:51:07Z"
"http://numismatics.org/ocre/id/ric.9.tri.26D","RIC IX Treveri 26D","ric.9.tri.26D","Valentinian I","","","Light miliarensis","","","","","","Struck","Silver","Trier","D N GRATIANVS P F AVG","Bust of Gratian, pearl-diademed, draped and cuirassed, right","Coin","Gratian","","Gallia","VIRTVS-EXERCITVS","Emperor, head left, standing facing, holding standard in right hand and resting left on shield","367|375","2016-10-24T08:51:06Z"
"http://numismatics.org/ocre/id/ric.9.tri.26C","RIC IX Treveri 26C","ric.9.tri.26C","Valentinian I","","","Light miliarensis","","","","","","Struck","Silver","Trier","D N VALEN-S P F AVG","Bust of Valens, pearl-diademed and cuirassed, right","Coin","Valens","","Gallia","VIRTVS-EXERCITVS","Emperor, head left, standing facing, holding standard in right hand and resting left on shield","367|375","2016-10-24T08:51:06Z"
"http://numismatics.org/ocre/id/ric.9.tri.26B","RIC IX Treveri 26B","ric.9.tri.26B","Valentinian I","","","Light miliarensis","","","","","","Struck","Silver","Trier","D N VALEN-S P F AVG","Bust of Valens, pearl-diademed, draped and cuirassed, right","Coin","Valens","","Gallia","VIRTVS-EXERCITVS","Emperor, head left, standing facing, holding standard in right hand and resting left on shield","367|375","2016-10-24T08:51:05Z"
"http://numismatics.org/ocre/id/ric.9.tri.26A","RIC IX Treveri 26A","ric.9.tri.26A","Valentinian I","","","Light miliarensis","","","","","","Struck","Silver","Trier","D N VALENTINI-ANVS P F AVG","Bust of Valentinian I, pearl-diademed, draped and cuirassed, right","Coin","Valentinian I","","Gallia","VIRTVS-EXERCITVS","Emperor, head left, standing facing, holding standard in right hand and resting left on shield","367|375","2016-10-24T08:51:05Z"
"http://numismatics.org/ocre/id/ric.9.tri.25","RIC IX Treveri 25","ric.9.tri.25","Valentinian I","","Victory","Light miliarensis","","","","","","Struck","Silver","Trier","D N VALEN-S P F AVG","Bust of Valens, pearl-diademed, draped and cuirassed, right","Coin","Valens","","Gallia","VICTORIA AVGVSTORVM","Victory standing right, left foot on globe, writing VOT/X/MVLTIS/X on shield placed on cippus","367|375","2016-10-24T08:51:05Z"
"http://numismatics.org/ocre/id/ric.2.hdn.1043_dupondius","RIC II Hadrian 1043 (dupondius)","ric.2.hdn.1043_dupondius","Hadrian","","Pudicitia","Dupondius","","","","","","Struck","Bronze","Rome","SABINA AVGVSTA HADRIANI AVG P P","Bust of Sabina, draped, right; hair falling in plait down neck and piled on top behind diadem","Coin","Sabina","","Italy","PVDICITIA S C","Pudicitia, veiled, draped, standing left, holding right hand to mouth and left to her breast","128|136","2017-07-17T15:40:06Z"
"http://numismatics.org/ocre/id/ric.9.tri.24D","RIC IX Treveri 24D","ric.9.tri.24D","Valentinian I","","Victory","Light miliarensis","","","","","","Struck","Silver","Trier","D N VALEN-S P F AVG","Bust of Valens, pearl-diademed and cuirassed, right","Coin","Valens","","Gallia","VICTORIA AVGVSTORVM","Victory standing right, left foot on globe, writing VOT/X/MVLT/X on shield placed on cippus","367|375","2016-10-24T08:51:04Z"
"http://numismatics.org/ocre/id/ric.9.tri.24C","RIC IX Treveri 24C","ric.9.tri.24C","Valentinian I","","Victory","Light miliarensis","","","","","","Struck","Silver","Trier","D N VALEN-S P F AVG","Bust of Valens, pearl-diademed, draped and cuirassed, right","Coin","Valens","","Gallia","VICTORIA AVGVSTORVM","Victory standing right, left foot on globe, writing VOT/X/MVLT/X on shield placed on cippus","367|375","2016-10-24T08:51:04Z"
"http://numismatics.org/ocre/id/ric.9.tri.24B","RIC IX Treveri 24B","ric.9.tri.24B","Valentinian I","","Victory","Light miliarensis","","","","","","Struck","Silver","Trier","D N VALENTINI-ANVS P F AVG","Bust of Valentinian I, pearl-diademed, draped and cuirassed, left","Coin","Valentinian I","","Gallia","VICTORIA AVGVSTORVM","Victory standing right, left foot on globe, writing VOT/X/MVLT/X on shield placed on cippus","367|375","2016-10-24T08:51:04Z"
"http://numismatics.org/ocre/id/ric.9.tri.24A","RIC IX Treveri 24A","ric.9.tri.24A","Valentinian I","","Victory","Light miliarensis","","","","","","Struck","Silver","Trier","D N VALENTINI-ANVS P F AVG","Bust of Valentinian I, pearl-diademed, draped and cuirassed, right","Coin","Valentinian I","","Gallia","VICTORIA AVGVSTORVM","Victory standing right, left foot on globe, writing VOT/X/MVLT/X on shield placed on cippus","367|375","2016-10-24T08:51:04Z"
"http://numismatics.org/ocre/id/ric.9.tri.23E","RIC IX Treveri 23E","ric.9.tri.23E","Valentinian I","","","Heavy miliarensis","","","","","","Struck","Silver","Trier","D N GRATIA-NVS P F AVG","Bust of Gratian, pearl-diademed, draped and cuirassed, right","Coin","Gratian","","Gallia","","VOTIS/V/MVLTIS/X within laurel wreath","367|375","2016-10-24T08:51:04Z"
"http://numismatics.org/ocre/id/ric.9.tri.23D","RIC IX Treveri 23D","ric.9.tri.23D","Valentinian I","","","Heavy miliarensis","","","","","","Struck","Silver","Trier","D N GRATIANVS P F AVG","Bust of Gratian, pearl-diademed, draped and cuirassed, right","Coin","Gratian","","Gallia","","VOTIS/V/MVLTIS/X within laurel wreath","367|375","2016-10-24T08:51:03Z"
"http://numismatics.org/ocre/id/ric.9.tri.23C","RIC IX Treveri 23C","ric.9.tri.23C","Valentinian I","","","Heavy miliarensis","","","","","","Struck","Silver","Trier","D N VALEN-S P F AVG","Bust of Valens, pearl-diademed, draped and cuirassed, right","Coin","Valens","","Gallia","","VOTIS/V/MVLTIS/X within laurel wreath","367|375","2016-10-24T08:51:03Z"
"http://numismatics.org/ocre/id/ric.9.tri.23B","RIC IX Treveri 23B","ric.9.tri.23B","Valentinian I","","","Heavy miliarensis","","","","","","Struck","Silver","Trier","D N VALENTINI-ANVS P F AVG","Bust of Valentinian I, pearl-diademed, draped and cuirassed, right","Coin","Valentinian I","","Gallia","","VOTIS/V/MVLTIS/X within laurel wreath","367|375","2016-10-24T08:51:03Z"
"http://numismatics.org/ocre/id/ric.9.tri.23A","RIC IX Treveri 23A","ric.9.tri.23A","Valentinian I","","","Heavy miliarensis","","","","","","Struck","Silver","Trier","D N VALENTINI-ANVS P F AVG","Bust of Valentinian I, pearl-diademed, draped and cuirassed, left","Coin","Valentinian I","","Gallia","","VOTIS/V/MVLTIS/X within laurel wreath","367|375","2016-10-24T08:51:03Z"
"http://numismatics.org/ocre/id/ric.9.tri.22","RIC IX Treveri 22","ric.9.tri.22","Valentinian I","","","Silver Multiple","","","","","","Struck","Silver","Trier","D N VALEN-S P F AVG","Bust of Valens, pearl-diademed, draped and cuirassed, right","Coin","Valens","","Gallia","TRIVMFATOR-GENT BARB","Emperor, head left, standing facing, holding labarum and globe; on his left a kneeling captive","367|375","2016-10-24T08:51:03Z"
"http://numismatics.org/ocre/id/ric.9.tri.21E","RIC IX Treveri 21E","ric.9.tri.21E","Valentinian I","","Victory","Semissis","","","","","","Struck","Gold","Trier","D N GRATIA-NVS P F AVG","Bust of Gratian, rosette-diademed, draped and cuirassed, right","Coin","Gratian","","Gallia","VICTORIA AVGVSTORVM","Victory advancing left, holding wreath and palm","367|375","2016-10-24T08:51:03Z"
"http://numismatics.org/ocre/id/ric.2.hdn.1042b_dupondius","RIC II Hadrian 1042b (dupondius)","ric.2.hdn.1042b_dupondius","Hadrian","","Pudicitia","Dupondius","","","","","","Struck","Bronze","Rome","SABINA AVGVSTA HADRIANI AVG P P","Bust of Sabina, draped, left; hair falling in plait down neck and piled on top behind diadem","Coin","Sabina","","Italy","PVDICITIA S C","Pudicitia, veiled, draped, seated left, holding right hand to mouth and resting left on lap","128|136","2017-07-17T15:40:06Z"
"http://numismatics.org/ocre/id/ric.9.tri.21D","RIC IX Treveri 21D","ric.9.tri.21D","Valentinian I","","Victory","Semissis","","","","","","Struck","Gold","Trier","D N GRATIA-NVS P F AVG","Bust of Gratian, pearl-diademed, draped and cuirassed, right","Coin","Gratian","","Gallia","VICTORIA AVGVSTORVM","Victory advancing left, holding wreath and palm","367|375","2016-10-24T08:51:02Z"
"http://numismatics.org/ocre/id/ric.9.tri.21C","RIC IX Treveri 21C","ric.9.tri.21C","Valentinian I","","Victory","Semissis","","","","","","Struck","Gold","Trier","D N VALEN-S P F AVG","Bust of Valens, rosette-diademed, draped and cuirassed, right","Coin","Valens","","Gallia","VICTORIA AVGVSTORVM","Victory advancing left, holding wreath and palm","367|375","2016-10-24T08:51:02Z"
"http://numismatics.org/ocre/id/ric.9.tri.21B","RIC IX Treveri 21B","ric.9.tri.21B","Valentinian I","","Victory","Semissis","","","","","","Struck","Gold","Trier","D N VALEN-S P F AVG","Bust of Valens, pearl-diademed, draped and cuirassed, right","Coin","Valens","","Gallia","VICTORIA AVGVSTORVM","Victory advancing left, holding wreath and palm","367|375","2016-10-24T08:51:02Z"
"http://numismatics.org/ocre/id/ric.9.tri.21A","RIC IX Treveri 21A","ric.9.tri.21A","Valentinian I","","Victory","Semissis","","","","","","Struck","Gold","Trier","D N VALENTINI-ANVS P F AVG","Bust of Valentinian I, rosette-diademed, draped and cuirassed, right","Coin","Valentinian I","","Gallia","VICTORIA AVGVSTORVM","Victory advancing left, holding wreath and palm","367|375","2016-10-24T08:51:01Z"
"http://numismatics.org/ocre/id/ric.9.tri.20","RIC IX Treveri 20","ric.9.tri.20","Valentinian I","","","Semissis","","","","","","Struck","Gold","Trier","D N VALEN-S P F AVG","Bust of Valens, pearl-diademed, draped and cuirassed, right","Coin","Valens","","Gallia","VICTORIA AVGVSTORVM","Victory seated right on cuirass, writing VOT/X/MVLT/XX on shield held up by Genius","367|375","2016-10-24T08:51:01Z"
"http://numismatics.org/ocre/id/ric.9.tri.2","RIC IX Treveri 2","ric.9.tri.2","Valentinian I","","Victory","Siliqua","","","","","","Struck","Silver","Trier","D N VALENTINI-ANVS P F AVG","Bust of Valentinian I, pearl-diademed, draped and cuirassed, right","Coin","Valentinian I","","Gallia","RESTITV-TOR REIP","Emperor, head right, standing facing, holding labarum and Victory on globe","364|367","2016-10-24T08:51:01Z"
"http://numismatics.org/ocre/id/ric.2.hdn.1042a_as","RIC II Hadrian 1042a (as)","ric.2.hdn.1042a_as","Hadrian","","Pudicitia","As","","","","","","Struck","Bronze","Rome","SABINA AVGVSTA HADRIANI AVG P P","Bust of Sabina, draped, right; hair falling in plait down neck and piled on top behind diadem","Coin","Sabina","","Italy","PVDICITIA S C","Pudicitia, veiled, draped, seated left, holding right hand to mouth and resting left on lap","128|136","2017-07-17T15:40:05Z"
"http://numismatics.org/ocre/id/ric.9.tri.1D","RIC IX Treveri 1D","ric.9.tri.1D","Valentinian I","","Victory","Solidus","","","","","","Struck","Gold","Trier","D N VALEN-S P F AVG","Bust of Valens, pearl-diademed, draped, cuirassed, right","Coin","Valens","","Gallia","RESTITVTOR REIPVBLICA_E","Emperor, head right, standing facing, holding labarum and Victory on globe","364|367","2016-10-24T08:51:01Z"
"http://numismatics.org/ocre/id/ric.9.tri.1C","RIC IX Treveri 1C","ric.9.tri.1C","Valentinian I","","Victory","Solidus","","","","","","Struck","Gold","Trier","D N VALEN-S P F AVG","Bust of Valens, pearl-diademed, draped, cuirassed, right","Coin","Valens","","Gallia","RESTITVTOR REIPVBLICAE","Emperor, head right, standing facing, holding labarum and Victory on globe","364|367","2016-10-24T08:51:00Z"
"http://numismatics.org/ocre/id/ric.9.tri.1B","RIC IX Treveri 1B","ric.9.tri.1B","Valentinian I","","Victory","Solidus","","","","","","Struck","Gold","Trier","D N VALENTIN-IANVS P F AVG","Bust of Valentinian I, pearl-diademed, draped and cuirassed, right","Coin","Valentinian I","","Gallia","RESTITVTOR REIPVBLICAE","Emperor, head right, standing facing, holding labarum and Victory on globe","364|367","2016-10-24T08:51:00Z"
"http://numismatics.org/ocre/id/ric.2.hdn.1041_as","RIC II Hadrian 1041 (as)","ric.2.hdn.1041_as","Hadrian","","Pietas","As","","","","","","Struck","Bronze","Rome","SABINA AVGVSTA HADRIANI AVG P P","Bust of Sabina, draped, right; hair falling in plait down neck and piled on top behind diadem","Coin","Sabina","","Italy","PIETAS AVG S C","Pietas, veiled, draped, standing front, head right, placing hands on heads of young girl and boy, left and right respectively","128|136","2017-07-17T15:40:05Z"
"http://numismatics.org/ocre/id/ric.9.tri.1A","RIC IX Treveri 1A","ric.9.tri.1A","Valentinian I","","Victory","Solidus","","","","","","Struck","Gold","Trier","D N VALENTINI-ANVS P F AVG","Bust of Valentinian I, pearl-diademed, draped and cuirassed, right","Coin","Valentinian I","","Gallia","RESTITVTOR REIPVBLICAE","Emperor, head right, standing facing, holding labarum and Victory on globe","364|367","2016-10-24T08:50:59Z"
"http://numismatics.org/ocre/id/ric.9.tri.19","RIC IX Treveri 19","ric.9.tri.19","Valentinian I","","Victory","Semissis","","","","","","Struck","Gold","Trier","D N GRATIA-NVS P F AVG","Bust of Gratian, rosette-diademed, draped and cuirassed, right","Coin","Gratian","","Gallia","VICTORIA AVGVSTORVM","Victory seated right on cuirass, writing VOT/X/MVLT/X on shield held up by Genius","367|375","2016-10-24T08:50:58Z"
"http://numismatics.org/ocre/id/ric.9.tri.18E","RIC IX Treveri 18E","ric.9.tri.18E","Valentinian I","","","Solidus","","","","","","Struck","Gold","Trier","D N GRATIA-NVS P F AVG","Bust of Gratian, helmeted (with stars on helmet) and cuirassed, left, holding spear in front and shield on which is represented a horseman charging over prostrate enemy","Coin","Gratian","","Gallia","VOTA-PV-BLICA","Two emperors, nimbate, draped in imperial robes, seated, facing on throne, each holding mappa and sceptre. The emperor on left is raising his mappa","367|375","2016-10-24T08:50:58Z"
"http://numismatics.org/ocre/id/ric.9.tri.18D","RIC IX Treveri 18D","ric.9.tri.18D","Valentinian I","","","Solidus","","","","","","Struck","Gold","Trier","D N GRATIANVS P F AVG","Bust of Gratian, pearl-diademed, draped and cuirassed, right","Coin","Gratian","","Gallia","VOTA-PV-BLICA","Two emperors, nimbate, draped in imperial robes, seated, facing on throne, each holding mappa and sceptre. The emperor on left is raising his mappa","367|375","2016-10-24T08:50:58Z"
"http://numismatics.org/ocre/id/ric.9.tri.18C","RIC IX Treveri 18C","ric.9.tri.18C","Valentinian I","","","Solidus","","","","","","Struck","Gold","Trier","D N VALE-NS P F AVG","Bust of Valens, pearl-diademed, draped in imperial mantle, left, holding mappa and short sceptre","Coin","Valens","","Gallia","VOTA-PV-BLICA","Two emperors, nimbate, draped in imperial robes, seated, facing on throne, each holding mappa and sceptre. The emperor on left is raising his mappa","367|375","2016-10-24T08:50:58Z"
"http://numismatics.org/ocre/id/ric.9.tri.18B","RIC IX Treveri 18B","ric.9.tri.18B","Valentinian I","","","Solidus","","","","","","Struck","Gold","Trier","D N VALENTIN-IANVS P F AVG","Bust of Valentinian I, pearl-diademed, draped in imperial mantle, left, holding mappa and short sceptre","Coin","Valentinian I","","Gallia","VOTA-PV-BLICA","Two emperors, nimbate, draped in imperial robes, seated, facing on throne, each holding mappa and sceptre. The emperor on left is raising his mappa","367|375","2016-10-24T08:50:58Z"
"http://numismatics.org/ocre/id/ric.9.tri.17G","RIC IX Treveri 17G","ric.9.tri.17G","Valentinian I","","Victory","Solidus","","","","","","Struck","Gold","Trier","D N GRATIANVS P F AVG","Bust of Gratian, rosette-diademed, draped and cuirassed, right","Coin","Gratian","","Gallia","VICTOR-IA AVGG","Two emperors seated facing, together holding globe. Behind and between them the upper portion of a Victory with outspread wings; between them below, a palm-branch","367|375","2016-10-24T08:50:57Z"
"http://numismatics.org/ocre/id/ric.9.tri.17F","RIC IX Treveri 17F","ric.9.tri.17F","Valentinian I","","Victory","Solidus","","","","","","Struck","Gold","Trier","D N GRATIANVS P F AVG","Bust of Gratian, pearl-diademed, draped and cuirassed, right","Coin","Gratian","","Gallia","VICTOR-IA AVGG","Two emperors seated facing, together holding globe. Behind and between them the upper portion of a Victory with outspread wings; between them below, a palm-branch","367|375","2016-10-24T08:50:56Z"
"http://numismatics.org/ocre/id/ric.9.tri.17E","RIC IX Treveri 17E","ric.9.tri.17E","Valentinian I","","Victory","Solidus","","","","","","Struck","Gold","Trier","D N VALENS-P F AVG","Bust of Valens, rosette-diademed, draped and cuirassed, right","Coin","Valens","","Gallia","VICTOR-IA AVGG","Two emperors seated facing, together holding globe. Behind and between them the upper portion of a Victory with outspread wings; between them below, a palm-branch","367|375","2016-10-24T08:50:55Z"
"http://numismatics.org/ocre/id/ric.3.ant.631","RIC III Antoninus Pius 631","ric.3.ant.631","Antoninus Pius","","","Sestertius","","","","","","Struck","Bronze","Rome","ANTONINVS AVG PIVS P P TR P COS III","Head of Antoninus Pius, laureate, right","Coin","Antoninus Pius","","Italy","S C","She-wolf, suckling the twins, standing right under grotto","140|144","2014-11-04T11:03:59.022Z"
"http://numismatics.org/ocre/id/ric.9.tri.17D","RIC IX Treveri 17D","ric.9.tri.17D","Valentinian I","","Victory","Solidus","","","","","","Struck","Gold","Trier","D N VALEN-S P F AVG","Bust of Valens, rosette-diademed, draped and cuirassed, right","Coin","Valens","","Gallia","VICTOR-IA AVGG","Two emperors seated facing, together holding globe. Behind and between them the upper portion of a Victory with outspread wings; between them below, a palm-branch","367|375","2016-10-24T08:50:55Z"
"http://numismatics.org/ocre/id/ric.2.hdn.1039_dupondius","RIC II Hadrian 1039 (dupondius)","ric.2.hdn.1039_dupondius","Hadrian","","Pietas","Dupondius","","","","","","Struck","Bronze","Rome","SABINA AVGVSTA HADRIANI AVG P P","Bust of Sabina, draped, right; hair falling in plait down neck and piled on top behind diadem","Coin","Sabina","","Italy","PIETAS AVG S C","Pietas, veiled, draped, seated left on throne, holding patera in extended right hand and sceptre, slanting slightly upwards, in left","128|136","2017-07-17T15:40:05Z"
"http://numismatics.org/ocre/id/ric.9.tri.17B","RIC IX Treveri 17B","ric.9.tri.17B","Valentinian I","","Victory","Solidus","","","","","","Struck","Gold","Trier","D N VALENTINI-ANVS P F AVG","Bust of Valentinian I, rosette-diademed, draped and cuirassed, right","Coin","Valentinian I","","Gallia","VICTOR-IA AVGG","Two emperors seated facing, together holding globe. Behind and between them the upper portion of a Victory with outspread wings; between them below, a palm-branch","367|375","2016-10-24T08:50:53Z"
"http://numismatics.org/ocre/id/ric.2.hdn.1038e_dupondius","RIC II Hadrian 1038e (dupondius)","ric.2.hdn.1038e_dupondius","Hadrian","","Juno","Dupondius","","","","","","Struck","Bronze","Rome","SABINA AVGVSTA HADRIANI AVG P P","Bust of Sabina, draped, wearing wreath of corn-ears, left; hair wrapped in back of head","Coin","Sabina","","Italy","IVNONI REGINAE S C","Juno, veiled, draped, standing left, holding patera in extended right hand and vertical sceptre in left","128|136","2017-07-17T15:40:05Z"
"http://numismatics.org/ocre/id/ric.9.tri.17A","RIC IX Treveri 17A","ric.9.tri.17A","Valentinian I","","Victory","Solidus","","","","","","Struck","Gold","Trier","D N VALENTINI-ANVS P F AVG","Bust of Valentinian I, pearl-diademed, draped and cuirassed, right","Coin","Valentinian I","","Gallia","VICTOR-IA AVGG","Two emperors seated facing, together holding globe. Behind and between them the upper portion of a Victory with outspread wings; between them below, a palm-branch","367|375","2016-10-24T08:50:52Z"
"http://numismatics.org/ocre/id/ric.9.tri.16D","RIC IX Treveri 16D","ric.9.tri.16D","Valentinian I","","Victory","Solidus","","","","","","Struck","Gold","Trier","D N VALEN-S P F AVG","Bust of Valens, helmeted (with stars on helmet) and cuirassed, left, holding spear in front and shield on which is represented a horseman charging over prostrate enemy","Coin","Valens|Valentinian I|Gratian","","Gallia","VICTORES-AVGVSTI","Valentinian and Gratian seated facing, together holding globe; Victory, flyingleft, crowns them (but with palm-branch between the thrones)","367|375","2016-10-24T08:50:52Z"
"http://numismatics.org/ocre/id/ric.9.tri.16C","RIC IX Treveri 16C","ric.9.tri.16C","Valentinian I","","Victory","Solidus","","","","","","Struck","Gold","Trier","D N VALEN-S P F AVG","Bust of Valens, helmeted (with stars on helmet) and cuirassed, left, holding spear in front and shield on which is represented a horseman charging over prostrate enemy","Coin","Valens|Valentinian I|Gratian","","Gallia","VICTORES-AVGVSTI","Valentinian and Gratian seated facing, together holding globe; Victory, flyingleft, crowns them","367|375","2016-10-24T08:50:52Z"
"http://numismatics.org/ocre/id/ric.2.hdn.1038d_as","RIC II Hadrian 1038d (as)","ric.2.hdn.1038d_as","Hadrian","","Juno","As","","","","","","Struck","Bronze","Rome","SABINA AVGVSTA HADRIANI AVG P P","Bust of Sabina, draped, wearing wreath of corn-ears, right; hair wrapped in back of head","Coin","Sabina","","Italy","IVNONI REGINAE S C","Juno, veiled, draped, standing left, holding patera in extended right hand and vertical sceptre in left","128|136","2017-07-17T15:40:05Z"
"http://numismatics.org/ocre/id/ric.9.tri.16A","RIC IX Treveri 16A","ric.9.tri.16A","Valentinian I","","Victory","Solidus","","","","","","Struck","Gold","Trier","D N VALENTINI-ANVS P F AVG","Bust of Valentinian I, helmeted (with stars on helmet) and cuirassed, left, holding spear in front and shield on which is represented a horseman charging over prostrate enemy","Coin","Valentinian I|Gratian","","Gallia","VICTORES-AVGVSTI","Valentinian and Gratian seated facing, together holding globe; Victory, flyingleft, crowns them","367|375","2016-10-24T08:50:51Z"
"http://numismatics.org/ocre/id/ric.9.tri.15","RIC IX Treveri 15","ric.9.tri.15","Valentinian I","","","Solidus","","","","","","Struck","Gold","Trier","D N VALENTINI-ANVS P F AVG","Bust of Valentinian I, pearl-diademed, draped and cuirassed, right","Coin","Valentinian I","","Gallia","TRIVMFATOR-GENT BARB","Emperor, head left, standing facing, holding labarum and globe; on his left a kneeling captive","367|375","2016-10-24T08:50:51Z"
"http://numismatics.org/ocre/id/ric.9.tri.14B","RIC IX Treveri 14B","ric.9.tri.14B","Valentinian I","","Victory","Solidus","","","","","","Struck","Gold","Trier","D N VALEN-S P F AVG","Bust of Valens, pearl-diademed, draped and cuirassed, right","Coin","Valens","","Gallia","RESTITVTOR REIPVBLICAE","Emperor, head right, standing facing, holding labarum and Victory on globe","367|375","2016-10-24T08:50:50Z"
"http://numismatics.org/ocre/id/ric.9.tri.13C","RIC IX Treveri 13C","ric.9.tri.13C","Valentinian I","","","Solidus","","","","","","Struck","Gold","Trier","D N GRATIANVS P F AVG","Bust of Gratian, pearl-diademed, draped and cuirassed, right","Coin","Gratian","","Gallia","PRINCIPIVM IVVENTVTIS","Gratian, nimbate, standing right, holding transverse spear and globe","367|375","2016-10-24T08:50:50Z"
